Register Name,Register Address,Register Width,Register Access,Register Reset Value,Register Constraints,Register Custom Type,Field Name,Field Offset,Field Width,Field Access,Field Reset Value,Field is Covered,Field is Reserved,Field is Volatile,Field Constraints,Register Description,Field Description
WO_CLOCKS_AND_RESETS_ALL_w0,,8,WO,,,,I2C_WO_pusm_timeout_dll_action_rst,1,1,,0x0,TRUE,FALSE,FALSE,,,Reset signal for the DLL timeout action action counter (I2C_RO_pusm_timeout_dll_action_counter)
WO_CLOCKS_AND_RESETS_ALL_w0,,8,WO,,,,I2C_WO_pusm_watchdog_pll_action_rst,2,1,,0x0,TRUE,FALSE,FALSE,,,Reset signal for the PLL watchdog action counter (I2C_RO_pusm_watchdog_pll_action_counter)
WO_CLOCKS_AND_RESETS_ALL_w0,,8,WO,,,,I2C_WO_pusm_watchdog_dll_action_rst,3,1,,0x0,TRUE,FALSE,FALSE,,,Reset signal for the DLL watchdog action action counter (I2C_RO_pusm_watchdog_dll_action_counter)
WO_CLOCKS_AND_RESETS_ALL_w0,,8,WO,,,,I2C_WO_pusm_left_ready_action_rst,4,1,,0x0,TRUE,FALSE,FALSE,,,Reset signal for the left ready action action counter (I2C_RO_pusm_left_ready_action_counter)
WO_CLOCKS_AND_RESETS_ALL_w0,,8,WO,,,,I2C_WO_pusm_state_upset_action_rst,5,1,,0x0,TRUE,FALSE,FALSE,,,Reset signal for the state upset action action counter (I2C_RO_pusm_state_upset_action_counter)
WO_CLOCKS_AND_RESETS_ALL_w0,,8,WO,,,,I2C_WO_lock_filter_loss_of_lock_count_rst,6,1,,0x0,TRUE,FALSE,FALSE,,,Reset signal for the PLL loss of lock action counter (I2C_RO_lock_filter_loss_of_lock_count)
WO_CLOCKS_AND_RESETS_ALL_w0,,8,WO,,,,I2C_WO_fc_locked_action_rst,7,1,,0x0,TRUE,FALSE,FALSE,,,Reset signal for the Fast Command Locked action counter
RW_CLOCKS_AND_RESETS_ALL_w0,,8,RW,,,,I2C_RW_pusm_force_state,0,1,,0x0,TRUE,FALSE,FALSE,,,Disable state changes for the PUSM and go to 'stateForced' state (I2C_RW_pusm_force_magic has to be set first)
RW_CLOCKS_AND_RESETS_ALL_w0,,8,RW,,,,I2C_RW_pusm_force_magic,1,7,,0x0,TRUE,FALSE,FALSE,,,Magic number to enable I2C_RW_pusm_force_state signal
RW_CLOCKS_AND_RESETS_ALL_w1,,8,RW,,,,I2C_RW_pusm_force_magic,0,1,,0x0,TRUE,FALSE,FALSE,,,Magic number to enable I2C_RW_pusm_force_state signal
RW_CLOCKS_AND_RESETS_ALL_w1,,8,RW,,,,I2C_RW_pusm_state_forced,1,4,,0x0,TRUE,FALSE,FALSE,,,State to enter when I2C_RW_pusm_force_state is high [0: RESET; 1: IDLE; 2: RESET_PLL; 3: WAIT_PLL_LOCK; 4: RESET_DLLS; 5: WAIT_DLLS_RESET_DONE; 6: WAIT_DLL_LOCK; 7: RESET_LOGIC_USING_DLL; 8: READY]
RW_CLOCKS_AND_RESETS_ALL_w1,,8,RW,,,,I2C_RW_pusm_wdog_pll_disable,5,1,,0x0,TRUE,FALSE,FALSE,,,Disable PLL watchdog in the PUSM
RW_CLOCKS_AND_RESETS_ALL_w1,,8,RW,,,,I2C_RW_pusm_wdog_dll_disable,6,1,,0x0,TRUE,FALSE,FALSE,,,Disable DLL watchdog in the PUSM
RW_CLOCKS_AND_RESETS_ALL_w1,,8,RW,,,,I2C_RW_pusm_timeout_pll_lock_config,7,1,,0x0,TRUE,FALSE,FALSE,,,Configuration for timeout for PLL lock [0:1s; 1:500ms; 2:100ms; 3:50ms; 4:20ms; 5:10ms; 6:5ms; 7:2ms; 8:1ms; 9:500us; 10:200us; 11:100us; 12:50us; 13:20us; 14:10us; 15:disabled]
RW_CLOCKS_AND_RESETS_ALL_w2,,8,RW,,,,I2C_RW_pusm_timeout_pll_lock_config,0,3,,0x0,TRUE,FALSE,FALSE,,,Configuration for timeout for PLL lock [0:1s; 1:500ms; 2:100ms; 3:50ms; 4:20ms; 5:10ms; 6:5ms; 7:2ms; 8:1ms; 9:500us; 10:200us; 11:100us; 12:50us; 13:20us; 14:10us; 15:disabled]
RW_CLOCKS_AND_RESETS_ALL_w2,,8,RW,,,,I2C_RW_pusm_timeout_dll_lock_config,3,4,,0x0,TRUE,FALSE,FALSE,,,Configuration for timeout for DLL lock [0:1s; 1:500ms; 2:100ms; 3:50ms; 4:20ms; 5:10ms; 6:5ms; 7:2ms; 8:1ms; 9:500us; 10:200us; 11:100us; 12:50us; 13:20us; 14:10us; 15:disabled]
RW_CLOCKS_AND_RESETS_ALL_w2,,8,RW,,,,I2C_RW_pusm_run,7,1,,0x0,TRUE,FALSE,FALSE,,,Start PUSM (set only after the chip configuration  is stable)
RW_CLOCKS_AND_RESETS_ALL_w3,,8,RW,,,,I2C_RW_clk_tree_magic_number,0,8,,0x0,TRUE,FALSE,FALSE,,,Magic number to enable clock tree disabling. Set to 8'hA5 in order to enable clock disabling feature.
RW_CLOCKS_AND_RESETS_ALL_w4,,8,RW,,,,I2C_RW_clk_tree_a_disable,0,1,,0x0,TRUE,FALSE,FALSE,,,Disable the clock tree A (depends on I2C_RW_clk_tree_magic_number)
RW_CLOCKS_AND_RESETS_ALL_w4,,8,RW,,,,I2C_RW_clk_tree_b_disable,1,1,,0x0,TRUE,FALSE,FALSE,,,Disable the clock tree B (depends on I2C_RW_clk_tree_magic_number)
RW_CLOCKS_AND_RESETS_ALL_w4,,8,RW,,,,I2C_RW_clk_tree_c_disable,2,1,,0x0,TRUE,FALSE,FALSE,,,Disable the clock tree C (depends on I2C_RW_clk_tree_magic_number)
RW_CLOCKS_AND_RESETS_ALL_w4,,8,RW,,,,I2C_RW_pll_config_res,3,4,,0x2,TRUE,FALSE,FALSE,,,PLL's filter resistance when PLL is locking [R = 1/2 * 79.8k / CONFIG] Ohm; default: 2
RW_CLOCKS_AND_RESETS_ALL_w4,,8,RW,,,,I2C_RW_pll_config_res_when_locked,7,1,,0x0,TRUE,FALSE,FALSE,,,PLL's filter resistance when PLL is locked [R = 1/2 * 79.8k / CONFIG] Ohm; default: 2
RW_CLOCKS_AND_RESETS_ALL_w5,,8,RW,,,,I2C_RW_pll_config_res_when_locked,0,3,,0x1,TRUE,FALSE,FALSE,,,PLL's filter resistance when PLL is locked [R = 1/2 * 79.8k / CONFIG] Ohm; default: 2
RW_CLOCKS_AND_RESETS_ALL_w5,,8,RW,,,,I2C_RW_pll_config_integral,3,4,,0x9,TRUE,FALSE,FALSE,,,PLL's integral current path when in locking state [0 : 1.1 : 8] uA; default: 9
RW_CLOCKS_AND_RESETS_ALL_w5,,8,RW,,,,I2C_RW_pll_config_integral_when_locked,7,1,,0x1,TRUE,FALSE,FALSE,,,PLL's integral current path when in locked state [0 : 1.1 : 8] uA; default: 9
RW_CLOCKS_AND_RESETS_ALL_w6,,8,RW,,,,I2C_RW_pll_config_integral_when_locked,0,3,,0x4,TRUE,FALSE,FALSE,,,PLL's integral current path when in locked state [0 : 1.1 : 8] uA; default: 9
RW_CLOCKS_AND_RESETS_ALL_w6,,8,RW,,,,I2C_RW_pll_config_proportional,3,4,,0x9,TRUE,FALSE,FALSE,,,PLL's proportional current path when in locking state [0 : 5.46 : 82] uA; default: 9
RW_CLOCKS_AND_RESETS_ALL_w6,,8,RW,,,,I2C_RW_pll_config_proportional_when_locked,7,1,,0x1,TRUE,FALSE,FALSE,,,PLL's proportional current path when in locked state [0 : 5.46 : 82] uA; default: 9
RW_CLOCKS_AND_RESETS_ALL_w7,,8,RW,,,,I2C_RW_pll_config_proportional_when_locked,0,3,,0x4,TRUE,FALSE,FALSE,,,PLL's proportional current path when in locked state [0 : 5.46 : 82] uA; default: 9
RW_CLOCKS_AND_RESETS_ALL_w7,,8,RW,,,,I2C_RW_vco_config_biasgen,3,4,,0x8,TRUE,FALSE,FALSE,,,Bias DAC for the charge pumps [0 : 8 : 120] uA; default: 8
RW_CLOCKS_AND_RESETS_ALL_w7,,8,RW,,,,I2C_RW_vco_config_dac,7,1,,0x0,TRUE,FALSE,FALSE,,,Current DAC for the VCO [0: 0.470 : 7.1] mA; default: 8
RW_CLOCKS_AND_RESETS_ALL_w8,,8,RW,,,,I2C_RW_vco_config_dac,0,3,,0x4,TRUE,FALSE,FALSE,,,Current DAC for the VCO [0: 0.470 : 7.1] mA; default: 8
RW_CLOCKS_AND_RESETS_ALL_w8,,8,RW,,,,I2C_RW_vco_rail_rail_mode,3,1,,0x1,TRUE,FALSE,FALSE,,,VCO rail mode; [0: voltage mode - fixed to VDDRX; 1: current mode - value selectable using CLKGVcoDAC]; default: 1
RW_CLOCKS_AND_RESETS_ALL_w8,,8,RW,,,,I2C_RW_enable_capbank_override,4,1,,0x0,TRUE,FALSE,FALSE,,,Enables the override of the capacitor bank : deafult 0
RW_CLOCKS_AND_RESETS_ALL_w8,,8,RW,,,,I2C_RW_capbank_select,5,3,,0x7,TRUE,FALSE,FALSE,,,Selects the capacitor bank value for the VCO (only when I2C_RW_enable_capbank_override is 1)
RW_CLOCKS_AND_RESETS_ALL_w9,,8,RW,,,,I2C_RW_capbank_select,0,6,,0x3,TRUE,FALSE,FALSE,,,Selects the capacitor bank value for the VCO (only when I2C_RW_enable_capbank_override is 1)
RW_CLOCKS_AND_RESETS_ALL_w9,,8,RW,,,,I2C_RW_calibration_end_of_count_select,6,2,,0x3,TRUE,FALSE,FALSE,,,Selects the VCO calibration race goal in number of clock cycles between refClk (refClkCounter) and vco_40MHz (vcoClkCounter) (2^(I2C_RW_calibration_end_of_count_select+1)); default: 15
RW_CLOCKS_AND_RESETS_ALL_w10,,8,RW,,,,I2C_RW_calibration_end_of_count_select,0,2,,0x3,TRUE,FALSE,FALSE,,,Selects the VCO calibration race goal in number of clock cycles between refClk (refClkCounter) and vco_40MHz (vcoClkCounter) (2^(I2C_RW_calibration_end_of_count_select+1)); default: 15
RW_CLOCKS_AND_RESETS_ALL_w10,,8,RW,,,,I2C_RW_wait_pll_time,2,4,,0xf,TRUE,FALSE,FALSE,,,Wait time configuration for the PLL state machine waiting for lock (2 ^ I2C_RW_wait_pll_time);(only when I2C_RW_lock_filter_enable == 0); default: 15
RW_CLOCKS_AND_RESETS_ALL_w10,,8,RW,,,,I2C_RW_enable_control_override,6,1,,0x0,TRUE,FALSE,FALSE,,,Enables the control override of the PLL state machine; default: 0
RW_CLOCKS_AND_RESETS_ALL_w10,,8,RW,,,,I2C_RW_co_enable_pll,7,1,,0x0,TRUE,FALSE,FALSE,,,Enables the enablePLL switch in the PLL [0: disable; 1: enable] (only when I2C_RW_enable_control_override is 1); default: 0
RW_CLOCKS_AND_RESETS_ALL_w11,,8,RW,,,,I2C_RW_co_connect_pll,0,1,,0x0,TRUE,FALSE,FALSE,,,
RW_CLOCKS_AND_RESETS_ALL_w11,,8,RW,,,,I2C_RW_co_dis_data_counter_ref,1,1,,0x0,TRUE,FALSE,FALSE,,,Not used
RW_CLOCKS_AND_RESETS_ALL_w11,,8,RW,,,,I2C_RW_co_dis_des_vbiasgen,2,1,,0x0,TRUE,FALSE,FALSE,,,Not used
RW_CLOCKS_AND_RESETS_ALL_w11,,8,RW,,,,I2C_RW_co_override_vc,3,1,,0x0,TRUE,FALSE,FALSE,,,Forces the VCO's control voltage to be in mid range [0: disable; 1: enable] (only when I2C_RW_enable_control_override is 1); default: 0
RW_CLOCKS_AND_RESETS_ALL_w11,,8,RW,,,,I2C_RW_lock_filter_enable,4,1,,0x1,TRUE,FALSE,FALSE,,,Enables the lock filter on the instant lock signal for the PLL; default: 1
RW_CLOCKS_AND_RESETS_ALL_w11,,8,RW,,,,I2C_RW_lock_filter_lock_threshold,5,3,,0x7,TRUE,FALSE,FALSE,,,Sets the lock threshold value of the instant lock low pass filter. The number of 40 MHz clock cycles is set to 2^I2C_RW_lock_filter_lock_threshold; default: 15
RW_CLOCKS_AND_RESETS_ALL_w12,,8,RW,,,,I2C_RW_lock_filter_lock_threshold,0,1,,0x1,TRUE,FALSE,FALSE,,,Sets the lock threshold value of the instant lock low pass filter. The number of 40 MHz clock cycles is set to 2^I2C_RW_lock_filter_lock_threshold; default: 15
RW_CLOCKS_AND_RESETS_ALL_w12,,8,RW,,,,I2C_RW_lock_filter_relock_threshold,1,4,,0xf,TRUE,FALSE,FALSE,,,Sets the relock threshold value of the instant lock low pass filter. The number of 40 MHz clock cycles is set to 2^I2C_RW_lock_filter_relock_threshold; default: 15
RW_CLOCKS_AND_RESETS_ALL_w12,,8,RW,,,,I2C_RW_lock_filter_unLock_threshold,5,3,,0x7,TRUE,FALSE,FALSE,,,Sets the unlock threshold value of the instant lock low pass filter. The number of 40 MHz clock cycles is set to 2^I2C_RW_lock_filter_unLock_threshold; default: 15
RW_CLOCKS_AND_RESETS_ALL_w13,,8,RW,,,,I2C_RW_lock_filter_unLock_threshold,0,1,,0x1,TRUE,FALSE,FALSE,,,Sets the unlock threshold value of the instant lock low pass filter. The number of 40 MHz clock cycles is set to 2^I2C_RW_lock_filter_unLock_threshold; default: 15
RW_CLOCKS_AND_RESETS_ALL_w13,,8,RW,,,,I2C_RW_lock_filter_clk_always_enable,1,1,,0x0,TRUE,FALSE,FALSE,,,Bypass clock gating and leave the clock always enabled in the lock filter; default: 0
RW_CLOCKS_AND_RESETS_ALL_w13,,8,RW,,,,I2C_RW_test_output_0_select,2,6,,0x0,TRUE,FALSE,FALSE,,,Control for the test output multiplexer (channel 0) [0: Always low; 1: Always high; 2: ClkA; 3: ClkB; 4: ClkC; 5: clk40M_etx; 6: clk80M_etx; 7: clk160M_etx; 8: clk320M_etx; 9: clk640M_etx; 10: clk1G28_etx; 11: clk40M_erx; 12: clk80M_erx; 13: clk160M_erx; 14: clk320M_erx; 15: clk640M_erx; 16: clk1G28_erx; 17: end_counter_ref_clk; 18: capbank_search_active; 19: end_counter_vco; 20: pll_inst_lock; 21: pll_lockedV; 22: data_fcV; 23: clk_320M_fcV; 24: fc_locked_asyncV; 25: fc_error_asyncV; 26: fc_UNASSIGNED_asyncV; 27: fc_SPARE_7_asyncV; 28: fc_SPARE_6_asyncV; 29: fc_SPARE_5_asyncV; 30: fc_SPARE_4_asyncV; 31: fc_SPARE_3_asyncV; 32: fc_SPARE_2_asyncV; 33: fc_SPARE_1_asyncV; 34: fc_SPARE_0_asyncV; 35: fc_LINK_RESET_ECON_D_asyncV; 36: fc_LINK_RESET_ECON_T_asyncV; 37: fc_LINK_RESET_ROC_D_asyncV; 38: fc_LINK_RESET_ROC_T_asyncV; 39: fc_ECR_asyncV; 40: fc_EBR_asyncV; 41: fc_CalPulseExt_asyncV; 42: fc_CalPulseInt_asyncV; 43: fc_NZS_asyncV; 44: fc_L1A_asyncV; 45: fc_OCR_asyncV; 46: fc_BCR_asyncV; 47: fc_Chip_Sync_asyncV; 48: fc_UNASSIGNEDV; 49: fc_SPARE_7V; 50: fc_SPARE_6V; 51: fc_SPARE_5V; 52: fc_SPARE_4V; 53: fc_SPARE_3V; 54: fc_SPARE_2V; 55: fc_SPARE_1V; 56: fc_SPARE_0V; 57: fc_LINK_RESET_ECON_DV; 58: fc_LINK_RESET_ECON_TV; 59: fc_LINK_RESET_ROC_DV; 60: fc_LINK_RESET_ROC_TV; 61: fc_ECRV; 62: fc_EBRV; 63: fc_CalPulseExtV; 64: fc_CalPulseIntV; 65: fc_NZSV; 66: fc_L1AV; 67: fc_OCRV; 68: fc_BCRV; 69: fc_Chip_SyncV; 70: dll_late[0]; 71: dll_late[1]; 72: dll_late[2]; 73: dll_late[3]; 74: dll_late[4]; 75: dll_late[5]; 76: dll_late[6]; 77: dll_late[7]; 78: dll_late[8]; 79: dll_late[9]; 80: dll_late[10]; 81: dll_late[11]]
RW_CLOCKS_AND_RESETS_ALL_w14,,8,RW,,,,I2C_RW_test_output_0_select,0,2,,0x0,TRUE,FALSE,FALSE,,,Control for the test output multiplexer (channel 0) [0: Always low; 1: Always high; 2: ClkA; 3: ClkB; 4: ClkC; 5: clk40M_etx; 6: clk80M_etx; 7: clk160M_etx; 8: clk320M_etx; 9: clk640M_etx; 10: clk1G28_etx; 11: clk40M_erx; 12: clk80M_erx; 13: clk160M_erx; 14: clk320M_erx; 15: clk640M_erx; 16: clk1G28_erx; 17: end_counter_ref_clk; 18: capbank_search_active; 19: end_counter_vco; 20: pll_inst_lock; 21: pll_lockedV; 22: data_fcV; 23: clk_320M_fcV; 24: fc_locked_asyncV; 25: fc_error_asyncV; 26: fc_UNASSIGNED_asyncV; 27: fc_SPARE_7_asyncV; 28: fc_SPARE_6_asyncV; 29: fc_SPARE_5_asyncV; 30: fc_SPARE_4_asyncV; 31: fc_SPARE_3_asyncV; 32: fc_SPARE_2_asyncV; 33: fc_SPARE_1_asyncV; 34: fc_SPARE_0_asyncV; 35: fc_LINK_RESET_ECON_D_asyncV; 36: fc_LINK_RESET_ECON_T_asyncV; 37: fc_LINK_RESET_ROC_D_asyncV; 38: fc_LINK_RESET_ROC_T_asyncV; 39: fc_ECR_asyncV; 40: fc_EBR_asyncV; 41: fc_CalPulseExt_asyncV; 42: fc_CalPulseInt_asyncV; 43: fc_NZS_asyncV; 44: fc_L1A_asyncV; 45: fc_OCR_asyncV; 46: fc_BCR_asyncV; 47: fc_Chip_Sync_asyncV; 48: fc_UNASSIGNEDV; 49: fc_SPARE_7V; 50: fc_SPARE_6V; 51: fc_SPARE_5V; 52: fc_SPARE_4V; 53: fc_SPARE_3V; 54: fc_SPARE_2V; 55: fc_SPARE_1V; 56: fc_SPARE_0V; 57: fc_LINK_RESET_ECON_DV; 58: fc_LINK_RESET_ECON_TV; 59: fc_LINK_RESET_ROC_DV; 60: fc_LINK_RESET_ROC_TV; 61: fc_ECRV; 62: fc_EBRV; 63: fc_CalPulseExtV; 64: fc_CalPulseIntV; 65: fc_NZSV; 66: fc_L1AV; 67: fc_OCRV; 68: fc_BCRV; 69: fc_Chip_SyncV; 70: dll_late[0]; 71: dll_late[1]; 72: dll_late[2]; 73: dll_late[3]; 74: dll_late[4]; 75: dll_late[5]; 76: dll_late[6]; 77: dll_late[7]; 78: dll_late[8]; 79: dll_late[9]; 80: dll_late[10]; 81: dll_late[11]]
RW_CLOCKS_AND_RESETS_ALL_w14,,8,RW,,,,I2C_RW_test_output_1_select,2,6,,0x0,TRUE,FALSE,FALSE,,,Control for the test output multiplexer (channel 1) [0: Always low; 1: Always high; 2: ClkA; 3: ClkB; 4: ClkC; 5: clk40M_etx; 6: clk80M_etx; 7: clk160M_etx; 8: clk320M_etx; 9: clk640M_etx; 10: clk1G28_etx; 11: clk40M_erx; 12: clk80M_erx; 13: clk160M_erx; 14: clk320M_erx; 15: clk640M_erx; 16: clk1G28_erx; 17: end_counter_ref_clk; 18: capbank_search_active; 19: end_counter_vco; 20: pll_inst_lock; 21: pll_lockedV; 22: data_fcV; 23: clk_320M_fcV; 24: fc_locked_asyncV; 25: fc_error_asyncV; 26: fc_UNASSIGNED_asyncV; 27: fc_SPARE_7_asyncV; 28: fc_SPARE_6_asyncV; 29: fc_SPARE_5_asyncV; 30: fc_SPARE_4_asyncV; 31: fc_SPARE_3_asyncV; 32: fc_SPARE_2_asyncV; 33: fc_SPARE_1_asyncV; 34: fc_SPARE_0_asyncV; 35: fc_LINK_RESET_ECON_D_asyncV; 36: fc_LINK_RESET_ECON_T_asyncV; 37: fc_LINK_RESET_ROC_D_asyncV; 38: fc_LINK_RESET_ROC_T_asyncV; 39: fc_ECR_asyncV; 40: fc_EBR_asyncV; 41: fc_CalPulseExt_asyncV; 42: fc_CalPulseInt_asyncV; 43: fc_NZS_asyncV; 44: fc_L1A_asyncV; 45: fc_OCR_asyncV; 46: fc_BCR_asyncV; 47: fc_Chip_Sync_asyncV; 48: fc_UNASSIGNEDV; 49: fc_SPARE_7V; 50: fc_SPARE_6V; 51: fc_SPARE_5V; 52: fc_SPARE_4V; 53: fc_SPARE_3V; 54: fc_SPARE_2V; 55: fc_SPARE_1V; 56: fc_SPARE_0V; 57: fc_LINK_RESET_ECON_DV; 58: fc_LINK_RESET_ECON_TV; 59: fc_LINK_RESET_ROC_DV; 60: fc_LINK_RESET_ROC_TV; 61: fc_ECRV; 62: fc_EBRV; 63: fc_CalPulseExtV; 64: fc_CalPulseIntV; 65: fc_NZSV; 66: fc_L1AV; 67: fc_OCRV; 68: fc_BCRV; 69: fc_Chip_SyncV; 70: dll_late[0]; 71: dll_late[1]; 72: dll_late[2]; 73: dll_late[3]; 74: dll_late[4]; 75: dll_late[5]; 76: dll_late[6]; 77: dll_late[7]; 78: dll_late[8]; 79: dll_late[9]; 80: dll_late[10]; 81: dll_late[11]]
RW_CLOCKS_AND_RESETS_ALL_w15,,8,RW,,,,I2C_RW_test_output_1_select,0,2,,0x0,TRUE,FALSE,FALSE,,,Control for the test output multiplexer (channel 1) [0: Always low; 1: Always high; 2: ClkA; 3: ClkB; 4: ClkC; 5: clk40M_etx; 6: clk80M_etx; 7: clk160M_etx; 8: clk320M_etx; 9: clk640M_etx; 10: clk1G28_etx; 11: clk40M_erx; 12: clk80M_erx; 13: clk160M_erx; 14: clk320M_erx; 15: clk640M_erx; 16: clk1G28_erx; 17: end_counter_ref_clk; 18: capbank_search_active; 19: end_counter_vco; 20: pll_inst_lock; 21: pll_lockedV; 22: data_fcV; 23: clk_320M_fcV; 24: fc_locked_asyncV; 25: fc_error_asyncV; 26: fc_UNASSIGNED_asyncV; 27: fc_SPARE_7_asyncV; 28: fc_SPARE_6_asyncV; 29: fc_SPARE_5_asyncV; 30: fc_SPARE_4_asyncV; 31: fc_SPARE_3_asyncV; 32: fc_SPARE_2_asyncV; 33: fc_SPARE_1_asyncV; 34: fc_SPARE_0_asyncV; 35: fc_LINK_RESET_ECON_D_asyncV; 36: fc_LINK_RESET_ECON_T_asyncV; 37: fc_LINK_RESET_ROC_D_asyncV; 38: fc_LINK_RESET_ROC_T_asyncV; 39: fc_ECR_asyncV; 40: fc_EBR_asyncV; 41: fc_CalPulseExt_asyncV; 42: fc_CalPulseInt_asyncV; 43: fc_NZS_asyncV; 44: fc_L1A_asyncV; 45: fc_OCR_asyncV; 46: fc_BCR_asyncV; 47: fc_Chip_Sync_asyncV; 48: fc_UNASSIGNEDV; 49: fc_SPARE_7V; 50: fc_SPARE_6V; 51: fc_SPARE_5V; 52: fc_SPARE_4V; 53: fc_SPARE_3V; 54: fc_SPARE_2V; 55: fc_SPARE_1V; 56: fc_SPARE_0V; 57: fc_LINK_RESET_ECON_DV; 58: fc_LINK_RESET_ECON_TV; 59: fc_LINK_RESET_ROC_DV; 60: fc_LINK_RESET_ROC_TV; 61: fc_ECRV; 62: fc_EBRV; 63: fc_CalPulseExtV; 64: fc_CalPulseIntV; 65: fc_NZSV; 66: fc_L1AV; 67: fc_OCRV; 68: fc_BCRV; 69: fc_Chip_SyncV; 70: dll_late[0]; 71: dll_late[1]; 72: dll_late[2]; 73: dll_late[3]; 74: dll_late[4]; 75: dll_late[5]; 76: dll_late[6]; 77: dll_late[7]; 78: dll_late[8]; 79: dll_late[9]; 80: dll_late[10]; 81: dll_late[11]]
RW_CLOCKS_AND_RESETS_ALL_w15,,8,RW,,,,I2C_RW_test_output_enable_0,2,1,,0x1,TRUE,FALSE,FALSE,,,Enable test output 0
RW_CLOCKS_AND_RESETS_ALL_w15,,8,RW,,,,I2C_RW_test_output_invert_data_0,3,1,,0x0,TRUE,FALSE,FALSE,,,Invert test output 0
RW_CLOCKS_AND_RESETS_ALL_w15,,8,RW,,,,I2C_RW_test_output_preemp_mode_0,4,2,,0x0,TRUE,FALSE,FALSE,,,Sets the pre-emphasis mode for test output 0 [0: disabled; 1: reserved; 2: self timed; 3:reserved]
RW_CLOCKS_AND_RESETS_ALL_w15,,8,RW,,,,I2C_RW_test_output_drive_strength_0,6,2,,0x3,TRUE,FALSE,FALSE,,,Sets the driving strength for test output 0 [0: 0mA; 1: 1.0mA; 2: 1.5mA; ...; 7: 4mA]
RW_CLOCKS_AND_RESETS_ALL_w16,,8,RW,,,,I2C_RW_test_output_drive_strength_0,0,1,,0x0,TRUE,FALSE,FALSE,,,Sets the driving strength for test output 0 [0: 0mA; 1: 1.0mA; 2: 1.5mA; ...; 7: 4mA]
RW_CLOCKS_AND_RESETS_ALL_w16,,8,RW,,,,I2C_RW_test_output_preemp_strength_0,1,3,,0x3,TRUE,FALSE,FALSE,,,Sets the pre-emphasis strength for test output 0 [0: 0mA; 1: 1.0mA; 2: 1.5mA; ...; 7: 4mA]
RW_CLOCKS_AND_RESETS_ALL_w16,,8,RW,,,,I2C_RW_test_output_preemp_width_0,4,3,,0x0,TRUE,FALSE,FALSE,,,Sets the width of pre-emphasis pulse for test output 0 in self timed mode [0: 120ps; 1: 240ps; ...; 7: 960 ps]
RW_CLOCKS_AND_RESETS_ALL_w16,,8,RW,,,,I2C_RW_test_output_enable_1,7,1,,0x1,TRUE,FALSE,FALSE,,,Enable test output 1
RW_CLOCKS_AND_RESETS_ALL_w17,,8,RW,,,,I2C_RW_test_output_invert_data_1,0,1,,0x0,TRUE,FALSE,FALSE,,,Invert test output 1
RW_CLOCKS_AND_RESETS_ALL_w17,,8,RW,,,,I2C_RW_test_output_preemp_mode_1,1,2,,0x0,TRUE,FALSE,FALSE,,,Sets the pre-emphasis mode for test output 1 [0: disabled; 2'd2: self timed]
RW_CLOCKS_AND_RESETS_ALL_w17,,8,RW,,,,I2C_RW_test_output_drive_strength_1,3,3,,0x3,TRUE,FALSE,FALSE,,,Sets the driving strength for test output 1 [0: 0mA; 1: 1.0mA; 2: 1.5mA; ...; 7: 4mA]
RW_CLOCKS_AND_RESETS_ALL_w17,,8,RW,,,,I2C_RW_test_output_preemp_strength_1,6,2,,0x3,TRUE,FALSE,FALSE,,,Sets the pre-emphasis strength for test output 1 [0: 0mA; 1: 1.0mA; 2: 1.5mA; ...; 7: 4mA]
RW_CLOCKS_AND_RESETS_ALL_w18,,8,RW,,,,I2C_RW_test_output_preemp_strength_1,0,1,,0x0,TRUE,FALSE,FALSE,,,Sets the pre-emphasis strength for test output 1 [0: 0mA; 1: 1.0mA; 2: 1.5mA; ...; 7: 4mA]
RW_CLOCKS_AND_RESETS_ALL_w18,,8,RW,,,,I2C_RW_test_output_preemp_width_1,1,3,,0x0,TRUE,FALSE,FALSE,,,Sets the width of pre-emphasis pulse for test output 0 in self timed mode [0: 120ps; 1: 240ps; ...; 7: 960 ps]
RW_CLOCKS_AND_RESETS_ALL_w18,,8,RW,,,,I2C_RW_ref_clk_sel_testclkin,4,1,,0x0,TRUE,FALSE,FALSE,,,Reference clock selection; 0: from fast command; 1: from test_clk_in
RW_CLOCKS_AND_RESETS_ALL_w18,,8,RW,,,,I2C_RW_clk_tree_sram_disable,5,1,,0x0,TRUE,FALSE,FALSE,,,Disable non triplicated clock for SRAMs
RW_CLOCKS_AND_RESETS_ALL_w18,,8,RW,,,,I2C_RW_clk_tree_erx_disable,6,1,,0x0,TRUE,FALSE,FALSE,,,Disable clock tree for high speed deserializers (ePortRxGroup)
RW_CLOCKS_AND_RESETS_ALL_w18,,8,RW,,,,I2C_RW_clk_tree_etx_disable,7,1,,0x0,TRUE,FALSE,FALSE,,,Disable clock tree for high speed serializers
RO_CLOCKS_AND_RESETS_ALL_w0,,8,RO,,,,I2C_RO_pusm_timeout_pll_action_counter,0,8,,0x0,TRUE,FALSE,TRUE,,,PLL timeout action counter
RO_CLOCKS_AND_RESETS_ALL_w1,,8,RO,,,,I2C_RO_pusm_timeout_dll_action_counter,0,8,,0x0,TRUE,FALSE,TRUE,,,DLL timeout action counter
